Core.Based.Statistical.Area.CBSA.,State,Population.2010,log.pop.2010,O3.8.hr.ppm.,PM2.5.Wtd.AM._g.m3.,PM2.5.24.hr._g.m3.,SO2.1.hr.ppb.,CO.8.hr.ppm.,Pb.3.mo.microg.m3.,NO2.AM.ppb.,NO2.1.hr.ppb.,PM10.24.hr.microg.m3.,Per.capita.personal.income.Dollars.2014,Per.capita.personal.income.Dollars.2015,Per.capita.personal.income.Percent.growth,Real.per.capita.personal.income.2014.Chained.2009.dollars,Real.per.capita.personal.income.2015.Chained.2009.dollars,Real.per.capita.personal.income.Percent.growth.x,Total.Adjusted.Sales.of.Distillate.Fuel.Oil,Population.State,Total.Adjusted.Sales.of.Distillate.Fuel.Oil.per.Capita,Electricty.sale.2015,Electricty.sale.2015.per.Capita,Average.temperature,Average.annual.precipitation...rainfall,X2015.GDP,X2015.GDP.per.Capita
"Joplin, MO",Missouri,175518,5.244321662,0.059,NA,NA,NA,NA,NA,NA,NA,116,34784,36037,3.6,36508,37507,2.7,"1,361,318","6,076,204",0.224040865,81504,0.013413638,58.45,46.63,6710,38229.69724
"Kahului-Wailuku-Lahaina, HI",Hawaii,154924,5.190118702,NA,4.5,12,NA,NA,NA,NA,NA,NA,40306,42430,5.3,34696,36353,4.8,"205,686","1,425,157",0.144325152,9511,0.006673651,75.8,17.83,7962,51392.94105
"Kalamazoo-Portage, MI",Michigan,326589,5.514001553,0.074,8.1,20,NA,NA,NA,NA,NA,NA,40014,41760,4.4,39946,41667,4.3,"1,266,949","9,917,715",0.127746058,102480,0.010333025,49.15,35.71,14907,45644.52569
"Kansas City, MO-KS",Missouri,2009342,6.303053862,0.069,8.9,20,10,1,NA,13,46,84,46656,48056,3,45702,47062,3,"1,361,318","6,076,204",0.224040865,81504,0.013413638,56.7,39.06,125618,62516.98317
"Kansas City, MO-KS",Missouri,2009342,6.303053862,0.069,8.9,20,10,1,NA,13,46,84,46656,48056,3,45702,47062,3,"1,361,318","6,076,204",0.224040865,81504,0.013413638,56.7,39.06,125618,62516.98317
"Kansas City, MO-KS",Kansas,2009342,6.303053862,0.069,8.9,20,10,1,NA,13,46,84,46656,48056,3,45702,47062,3,"960,794","2,906,721",0.330542216,39849,0.013709262,56.7,39.06,125618,62516.98317
"Kansas City, MO-KS",Kansas,2009342,6.303053862,0.069,8.9,20,10,1,NA,13,46,84,46656,48056,3,45702,47062,3,"960,794","2,906,721",0.330542216,39849,0.013709262,56.7,39.06,125618,62516.98317
"Kennewick-Richland, WA",Washington,253340,5.403703766,0.068,NA,NA,NA,NA,NA,NA,NA,71,38118,40468,6.2,35654,37939,6.4,"1,086,935","7,160,290",0.151800416,90116,0.012585524,54.6,7.75,11966,47232.96755
"Killeen-Temple, TX",Texas,405300,5.607776604,0.066,NA,NA,NA,NA,NA,NA,NA,NA,38786,40237,3.7,38551,40079,4,"7,315,567","27,429,639",0.266703,392337,0.014303396,65.75,32.83,16564,40868.49247
"Kingsport-Bristol-Bristol, TN-VA",Tennessee,309544,5.49072239,0.068,8,25,NA,NA,0,NA,NA,NA,36210,37322,3.1,38737,40182,3.7,"1,253,531","6,595,056",0.19007132,99632,0.015107074,57.05,43.05,11784,38068.90135
"Kingsport-Bristol-Bristol, TN-VA",Tennessee,309544,5.49072239,0.068,8,25,NA,NA,0,NA,NA,NA,36210,37322,3.1,38737,40182,3.7,"1,253,531","6,595,056",0.19007132,99632,0.015107074,57.05,43.05,11784,38068.90135
"Kingsport-Bristol-Bristol, TN-VA",Virginia,309544,5.49072239,0.068,8,25,NA,NA,0,NA,NA,NA,36210,37322,3.1,38737,40182,3.7,"1,392,675","8,367,587",0.166436871,112009,0.013386057,57.05,43.05,11784,38068.90135
"Kingsport-Bristol-Bristol, TN-VA",Virginia,309544,5.49072239,0.068,8,25,NA,NA,0,NA,NA,NA,36210,37322,3.1,38737,40182,3.7,"1,392,675","8,367,587",0.166436871,112009,0.013386057,57.05,43.05,11784,38068.90135
"Knoxville, TN",Tennessee,837571,5.923021632,0.073,11.5,61,5,1,0.13,1,5,85,39188,40870,4.3,39941,42005,5.2,"1,253,531","6,595,056",0.19007132,99632,0.015107074,59.5,48.18,39155,46748.27567
"Kokomo, IN",Indiana,82752,4.917778499,NA,8.9,20,NA,NA,NA,NA,NA,NA,36139,37356,3.4,38304,39676,3.6,"1,810,264","6,612,768",0.273752837,104515,0.015805031,50.1,42.99,4452,53799.30394
"La Crosse-Onalaska, WI-MN",Minnesota,133665,5.126017703,0.063,6.2,16,NA,NA,NA,NA,NA,NA,43589,44831,2.8,43160,44255,2.5,"1,096,553","5,482,435",0.200012038,66579,0.012144056,47.25,33.03,7005,52407.13725
"La Crosse-Onalaska, WI-MN",Wisconsin,133665,5.126017703,0.063,6.2,16,NA,NA,NA,NA,NA,NA,43589,44831,2.8,43160,44255,2.5,"1,102,031","5,767,891",0.191063077,68699,0.011910593,47.25,33.03,7005,52407.13725
"Lafayette-West Lafayette, IN",Indiana,201789,5.304897488,0.066,7.6,18,NA,NA,NA,NA,NA,NA,34555,35120,1.6,33920,34445,1.5,"1,810,264","6,612,768",0.273752837,104515,0.015805031,51.25,39.01,9959,49353.53265
"Lafayette, LA",Louisiana,466750,5.669084327,0.066,NA,NA,NA,NA,NA,NA,NA,42,44428,43325,-2.5,45940,44550,-3,"1,486,065","4,668,960",0.318286085,91676,0.019635208,69.2,60.48,24696,52910.55169
"Lake Charles, LA",Louisiana,199607,5.300175767,0.065,7.6,18,34,NA,NA,6,40,NA,40462,42743,5.6,41871,44045,5.2,"1,486,065","4,668,960",0.318286085,91676,0.019635208,68.6,57.53,15353,76916.14022
"Lake Havasu City-Kingman, AZ",Arizona,200186,5.301433702,NA,NA,NA,NA,NA,NA,NA,NA,110,28248,29505,4.4,27709,29106,5,"1,028,888","6,817,565",0.150917226,77349,0.011345546,74.5,3.8,3846,19212.13272
"Lakeland-Winter Haven, FL",Florida,602095,5.779665021,0.064,6.1,14,21,NA,NA,NA,NA,32,32959,33723,2.3,32551,33294,2.3,"2,205,777","20,244,914",0.108954624,235599,0.011637441,74.25,49.15,19077,31684.36875
"Lancaster, PA",Pennsylvania,519445,5.71553957,0.071,10.2,27,NA,NA,0.07,NA,NA,44,42989,44995,4.7,40022,41810,4.5,"2,723,811","12,791,904",0.212932414,146344,0.011440361,52.75,42.81,25917,49893.63648
"Lansing-East Lansing, MI",Michigan,464036,5.666551675,0.073,7.3,18,10,NA,NA,7,NA,NA,36442,37863,3.9,35808,37208,3.9,"1,266,949","9,917,715",0.127746058,102480,0.010333025,48.2,48.2,20886,45009.43892
"Laredo, TX",Texas,250304,5.39846779,0.05,NA,NA,NA,2,0.01,NA,NA,54,28655,29778,3.9,29854,30759,3,"7,315,567","27,429,639",0.266703,392337,0.014303396,74.15,20.15,7564,30219.25339
"Las Cruces, NM",New Mexico,209233,5.320630182,0.07,9.6,25,NA,NA,NA,7,46,269,30453,32233,5.8,30134,32050,6.4,"655,679","2,080,328",0.315180587,23094,0.011101134,62.5,9.76,6369,30439.74899
"Las Vegas-Henderson-Paradise, NV",Nevada,1951269,6.290317145,0.079,10.7,23,6,2,NA,25,58,143,39613,40652,2.6,36789,37769,2.7,"343,103","2,883,758",0.118977737,36020,0.012490646,69.3,4.17,103343,52961.94425
"Lawton, OK",Oklahoma,130291,5.114914417,0.062,6.8,15,NA,NA,NA,NA,NA,NA,37025,38246,3.3,37478,38707,3.3,"1,315,764","3,907,414",0.336735242,61336,0.015697338,61.4,32.83,4957,38045.60561
"Lebanon, PA",Pennsylvania,133568,5.125702423,0.072,9.7,29,NA,NA,NA,NA,NA,NA,41613,43090,3.5,40275,41656,3.4,"2,723,811","12,791,904",0.212932414,146344,0.011440361,51.15,43.34,4609,34506.76809
"Lewiston-Auburn, ME",Maine,107702,5.032223768,0.057,5.5,15,NA,NA,NA,NA,NA,39,35764,37106,3.8,34668,36130,4.2,"539,918","1,329,453",0.406120412,11888,0.008942024,46.6,45.77,4143,38467.25223
"Lewiston, ID-WA",Washington,60888,4.784531709,NA,NA,NA,NA,NA,NA,NA,NA,NA,38442,39999,4.1,39198,40574,3.5,"1,086,935","7,160,290",0.151800416,90116,0.012585524,53,12.31,2197,36082.64354
"Lewiston, ID-WA",Idaho,60888,4.784531709,NA,NA,NA,NA,NA,NA,NA,NA,NA,38442,39999,4.1,39198,40574,3.5,"523,561","1,652,828",0.316766778,23059,0.01395124,53,12.31,2197,36082.64354
"Lexington-Fayette, KY",Kentucky,472099,5.674033081,0.066,8.2,17,5,NA,NA,7,43,35,41334,43065,4.2,41236,43002,4.3,"1,148,959","4,424,611",0.259674579,76039,0.017185466,55.55,45.21,28589,60557.21364
"Lima, OH",Ohio,106331,5.026659898,0.068,7.5,17,4,NA,NA,NA,NA,NA,36188,37469,3.5,37376,38738,3.6,"2,228,586","11,605,090",0.192035219,149213,0.012857548,50.8,38.3,6057,56963.63243
"Lincoln, NE",Nevada,302157,5.48023266,0.058,6.1,16,NA,NA,NA,NA,NA,NA,43072,44133,2.5,42786,43620,1.9,"343,103","2,883,758",0.118977737,36020,0.012490646,51.5,28.94,18773,62129.95231
"Little Rock-North Little Rock-Conway, AR",Arkansas,699757,5.844947252,0.065,9.8,21,7,1,NA,8,41,44,40074,41062,2.5,40754,41444,1.7,"828,862","2,977,853",0.278342148,46465,0.015603524,62.65,49.57,39270,56119.48148
"Logan, UT-ID",Utah,125442,5.09844297,0.062,7.4,34,NA,NA,NA,NA,NA,47,31145,32121,3.1,31750,32622,2.7,"614,847","2,990,632",0.205590992,30192,0.010095525,45.85,18.53,4528,36096.36326
"Logan, UT-ID",Idaho,125442,5.09844297,0.062,7.4,34,NA,NA,NA,NA,NA,47,31145,32121,3.1,31750,32622,2.7,"523,561","1,652,828",0.316766778,23059,0.01395124,45.85,18.53,4528,36096.36326
"Longview, TX",Texas,214369,5.331161982,0.065,NA,NA,33,NA,NA,4,23,NA,42478,42118,-0.8,42691,42153,-1.3,"7,315,567","27,429,639",0.266703,392337,0.014303396,65.75,49.55,11070,51639.92928
"Longview, WA",Washington,102410,5.010342366,NA,NA,NA,NA,NA,NA,NA,NA,NA,39043,40371,3.4,38290,39363,2.8,"1,086,935","7,160,290",0.151800416,90116,0.012585524,52.65,47.96,3809,37193.63343
"Los Angeles-Long Beach-Anaheim, CA",California,12828837,7.108187287,0.1,12,29,12,4,0.03,24,77,127,51854,54526,5.2,40599,42535,4.8,"4,097,124","38,993,940",0.105070788,261170,0.006697707,63.8,18.67,930817,72556.61601
"Louisville/Jefferson County, KY-IN",Kentucky,1235708,6.091915858,0.076,9.5,20,26,1,NA,15,49,39,42521,44556,4.8,42938,44796,4.3,"1,148,959","4,424,611",0.259674579,76039,0.017185466,58.2,44.89,70782,57280.52258
"Louisville/Jefferson County, KY-IN",Kentucky,1235708,6.091915858,0.076,9.5,20,26,1,NA,15,49,39,42521,44556,4.8,42938,44796,4.3,"1,148,959","4,424,611",0.259674579,76039,0.017185466,58.2,44.89,70782,57280.52258
"Louisville/Jefferson County, KY-IN",Indiana,1235708,6.091915858,0.076,9.5,20,26,1,NA,15,49,39,42521,44556,4.8,42938,44796,4.3,"1,810,264","6,612,768",0.273752837,104515,0.015805031,58.2,44.89,70782,57280.52258
"Louisville/Jefferson County, KY-IN",Indiana,1235708,6.091915858,0.076,9.5,20,26,1,NA,15,49,39,42521,44556,4.8,42938,44796,4.3,"1,810,264","6,612,768",0.273752837,104515,0.015805031,58.2,44.89,70782,57280.52258
"Lubbock, TX",Texas,290805,5.463601869,NA,NA,NA,NA,NA,NA,NA,NA,NA,37283,38392,3,36769,37689,2.5,"7,315,567","27,429,639",0.266703,392337,0.014303396,60.65,19.18,12830,44118.9113
"Lynchburg, VA",Virginia,252634,5.402491798,NA,6.8,13,NA,NA,0.03,NA,NA,NA,36243,37107,2.4,36866,37435,1.5,"1,392,675","8,367,587",0.166436871,112009,0.013386057,55.5,41.62,9300,36812.14722
"Madera, CA",California,150865,5.178588497,0.084,12,36,NA,1,NA,6,27,100,34243,35165,2.7,32472,33516,3.2,"4,097,124","38,993,940",0.105070788,261170,0.006697707,62.1,12.25,4962,32890.33242
"Madison, WI",Wisconsin,605435,5.782067524,0.07,8.1,19,1,NA,NA,NA,NA,34,50276,52352,4.1,47355,49089,3.7,"1,102,031","5,767,891",0.191063077,68699,0.011910593,46.3,34.44,46574,76926.50739
"Manchester-Nashua, NH",New Hampshire,400721,5.602842102,0.069,4.2,10,2,0,NA,NA,NA,NA,54578,57180,4.8,46622,48614,4.3,"310,765","1,330,111",0.233638396,10999,0.008269235,48,41.97,25442,63490.55827
"Mankato-North Mankato, MN",Minnesota,96740,4.985606083,NA,NA,NA,NA,NA,NA,NA,NA,NA,41644,43665,4.9,42743,44891,5,"1,096,553","5,482,435",0.200012038,66579,0.012144056,44.6,33.38,4967,51343.80815
"McAllen-Edinburg-Mission, TX",Texas,774769,5.889172235,0.052,10.4,30,NA,NA,NA,NA,NA,63,23658,24579,3.9,25560,26502,3.7,"7,315,567","27,429,639",0.266703,392337,0.014303396,75.6,22.24,18805,24271.75068
"Medford, OR",Oregon,203206,5.307936527,0.049,7.2,21,NA,NA,NA,NA,NA,27,38644,40698,5.3,36108,37887,4.9,"737,393","4,024,634",0.18321989,47264,0.011743677,52.7,21.1,7176,35313.9179
"Memphis, TN-MS-AR",Tennessee,1324829,6.122159826,0.071,8.4,17,NA,1,NA,10,38,40,40985,42300,3.2,41125,42430,3.2,"1,253,531","6,595,056",0.19007132,99632,0.015107074,63,53.67,71278,53801.66044
"Memphis, TN-MS-AR",Tennessee,1324829,6.122159826,0.071,8.4,17,NA,1,NA,10,38,40,40985,42300,3.2,41125,42430,3.2,"1,253,531","6,595,056",0.19007132,99632,0.015107074,63,53.67,71278,53801.66044
"Memphis, TN-MS-AR",Tennessee,1324829,6.122159826,0.071,8.4,17,NA,1,NA,10,38,40,40985,42300,3.2,41125,42430,3.2,"1,253,531","6,595,056",0.19007132,99632,0.015107074,63,53.67,71278,53801.66044
"Memphis, TN-MS-AR",Mississippi,1324829,6.122159826,0.071,8.4,17,NA,1,NA,10,38,40,40985,42300,3.2,41125,42430,3.2,"855,082","2,989,390",0.286038958,48692,0.016288273,63,53.67,71278,53801.66044
"Memphis, TN-MS-AR",Mississippi,1324829,6.122159826,0.071,8.4,17,NA,1,NA,10,38,40,40985,42300,3.2,41125,42430,3.2,"855,082","2,989,390",0.286038958,48692,0.016288273,63,53.67,71278,53801.66044
"Memphis, TN-MS-AR",Mississippi,1324829,6.122159826,0.071,8.4,17,NA,1,NA,10,38,40,40985,42300,3.2,41125,42430,3.2,"855,082","2,989,390",0.286038958,48692,0.016288273,63,53.67,71278,53801.66044
"Memphis, TN-MS-AR",Arkansas,1324829,6.122159826,0.071,8.4,17,NA,1,NA,10,38,40,40985,42300,3.2,41125,42430,3.2,"828,862","2,977,853",0.278342148,46465,0.015603524,63,53.67,71278,53801.66044
"Memphis, TN-MS-AR",Arkansas,1324829,6.122159826,0.071,8.4,17,NA,1,NA,10,38,40,40985,42300,3.2,41125,42430,3.2,"828,862","2,977,853",0.278342148,46465,0.015603524,63,53.67,71278,53801.66044
"Memphis, TN-MS-AR",Arkansas,1324829,6.122159826,0.071,8.4,17,NA,1,NA,10,38,40,40985,42300,3.2,41125,42430,3.2,"828,862","2,977,853",0.278342148,46465,0.015603524,63,53.67,71278,53801.66044
"Merced, CA",California,255793,5.407888655,0.082,11.9,35,NA,NA,NA,7,32,62,34567,36185,4.7,33268,34951,5.1,"4,097,124","38,993,940",0.105070788,261170,0.006697707,62.2,13.08,8348,32635.76407
"Miami-Fort Lauderdale-West Palm Beach, FL",Florida,5564635,6.745436683,0.062,7.6,16,5,2,NA,8,43,197,47894,49819,4,41442,42811,3.3,"2,205,777","20,244,914",0.108954624,235599,0.011637441,77.05,61.93,317986,57144.08941
"Michigan City-La Porte, IN",Indiana,111467,5.047146313,0.068,7.7,17,NA,NA,NA,NA,NA,NA,36164,37827,4.6,38592,40553,5.1,"1,810,264","6,612,768",0.273752837,104515,0.015805031,50.05,42.71,3874,34754.68076
"Milwaukee-Waukesha-West Allis, WI",Wisconsin,1555908,6.191983914,0.079,8.3,20,6,1,NA,14,49,48,48983,50681,3.5,47133,48596,3.1,"1,102,031","5,767,891",0.191063077,68699,0.011910593,47.75,34.49,102209,65690.90203
"Minneapolis-St. Paul-Bloomington, MN-WI",Wisconsin,3348859,6.524896862,0.061,7.8,22,13,2,0.11,13,43,127,53278,55148,3.5,47866,49389,3.2,"1,102,031","5,767,891",0.191063077,68699,0.011910593,46.15,30.64,248779,74287.69023
"Minneapolis-St. Paul-Bloomington, MN-WI",Wisconsin,3348859,6.524896862,0.061,7.8,22,13,2,0.11,13,43,127,53278,55148,3.5,47866,49389,3.2,"1,102,031","5,767,891",0.191063077,68699,0.011910593,46.15,30.64,248779,74287.69023
"Minneapolis-St. Paul-Bloomington, MN-WI",Minnesota,3348859,6.524896862,0.061,7.8,22,13,2,0.11,13,43,127,53278,55148,3.5,47866,49389,3.2,"1,096,553","5,482,435",0.200012038,66579,0.012144056,46.15,30.64,248779,74287.69023
"Minneapolis-St. Paul-Bloomington, MN-WI",Minnesota,3348859,6.524896862,0.061,7.8,22,13,2,0.11,13,43,127,53278,55148,3.5,47866,49389,3.2,"1,096,553","5,482,435",0.200012038,66579,0.012144056,46.15,30.64,248779,74287.69023
"Missoula, MT",Montana,109299,5.038616189,0.051,8.8,28,NA,NA,NA,NA,NA,65,39211,40803,4.1,37474,38981,4,"364,904","1,032,073",0.353564137,14207,0.013765499,45.9,14.13,5170,47301.43917
"Mobile, AL",Alabama,412992,5.615941639,0.063,8.1,16,13,NA,NA,NA,NA,NA,34190,35348,3.4,35695,36834,3.2,"1,107,330","4,853,875",0.228133193,88846,0.018304138,67.25,66.22,18478,44741.78677
"Modesto, CA",California,514453,5.711345704,0.085,12.6,39,NA,1,NA,9,42,78,37352,39445,5.6,34731,36666,5.6,"4,097,124","38,993,940",0.105070788,261170,0.006697707,63.6,13.2,19110,37146.25048
"Monroe, LA",Louisiana,176441,5.246599511,0.06,8.5,20,NA,NA,NA,NA,NA,NA,34865,36214,3.9,37426,38654,3.3,"1,486,065","4,668,960",0.318286085,91676,0.019635208,65.7,54.02,7198,40795.50671
"Monroe, MI",Michigan,152021,5.181903585,NA,7.7,18,14,NA,NA,NA,NA,NA,39709,41707,5,38407,40444,5.3,"1,266,949","9,917,715",0.127746058,102480,0.010333025,48.95,33.41,4613,30344.49188
"Montgomery, AL",Alabama,374536,5.573493568,0.063,8.5,18,NA,NA,NA,NA,NA,NA,38103,39362,3.3,39208,40442,3.1,"1,107,330","4,853,875",0.228133193,88846,0.018304138,65,53.05,17041,45498.96405
"Morgantown, WV",West Virginia,129709,5.112970111,0.059,7.4,16,9,NA,NA,NA,NA,NA,38199,39383,3.1,39688,39565,-0.3,"495,967","1,841,053",0.269393114,32303,0.017545937,52.25,43.15,7472,57605.8716
"Morristown, TN",Tennessee,113951,5.056718141,0.068,NA,NA,NA,NA,NA,NA,NA,NA,32165,33463,4,36194,37759,4.3,"1,253,531","6,595,056",0.19007132,99632,0.015107074,56.95,44.89,3830,33610.93803
"Mount Vernon-Anacortes, WA",Washington,116901,5.067818226,0.054,5.3,13,4,NA,NA,4,21,NA,43061,44470,3.3,40536,41789,3.1,"1,086,935","7,160,290",0.151800416,90116,0.012585524,50.8,32.63,5413,46304.13769
"Muncie, IN",Indiana,117671,5.070669444,0.067,7.7,17,NA,NA,0.11,NA,NA,NA,31795,32896,3.5,32795,34052,3.8,"1,810,264","6,612,768",0.273752837,104515,0.015805031,50.85,38.97,3915,33270.72941
"Muskegon, MI",Michigan,172188,5.236002882,0.076,NA,NA,NA,NA,NA,NA,NA,NA,33016,34604,4.8,34424,36103,4.9,"1,266,949","9,917,715",0.127746058,102480,0.010333025,48.4,33.51,5731,33283.38792
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",South Carolina,376722,5.576020983,0.041,NA,NA,NA,NA,NA,NA,NA,NA,32950,33818,2.6,33257,34204,2.8,"878,915","4,894,834",0.179559715,81328,0.016615068,64.3,52.04,15984,42429.16527
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",South Carolina,376722,5.576020983,0.041,NA,NA,NA,NA,NA,NA,NA,NA,32950,33818,2.6,33257,34204,2.8,"878,915","4,894,834",0.179559715,81328,0.016615068,64.3,52.04,15984,42429.16527
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",North Carolina,376722,5.576020983,0.041,NA,NA,NA,NA,NA,NA,NA,NA,32950,33818,2.6,33257,34204,2.8,"1,380,867","10,035,186",0.137602532,133848,0.013337869,64.3,52.04,15984,42429.16527
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",North Carolina,376722,5.576020983,0.041,NA,NA,NA,NA,NA,NA,NA,NA,32950,33818,2.6,33257,34204,2.8,"1,380,867","10,035,186",0.137602532,133848,0.013337869,64.3,52.04,15984,42429.16527
"Napa, CA",California,136484,5.135081742,0.058,8.5,22,NA,1,NA,7,33,31,57528,61483,6.9,44330,46947,5.9,"4,097,124","38,993,940",0.105070788,261170,0.006697707,56.5,20.39,9363,68601.44779
